Sine Mora,1.67
Simply Chess,0.87
SimpleRockets,25.0
SimCity 4 Deluxe,20.68
Silverfall,2.2
Silent Storm Sentinels,7.6
Silent Hunter Wolves of the Pacific U-Boat Missions,185.0
Silent Hunter Wolves of the Pacific,172.4
Silent Hunter III,3.95
Silent Hunter 5 Battle of the Atlantic,24.6
Silent Hill Homecoming,2.67
Signal Ops,1.8
Sigils of Elohim,127.4
Sideway,0.45
Sid Meier's Starships,12.3
Sid Meier's Railroads!,9.18
Sid Meier's Pirates!,7.06
Sid Meier's Civilization V,180.18
Sid Meier's Civilization IV Warlords,11.03
Sid Meier's Civilization IV Colonization,3.31
Sid Meier's Civilization IV Beyond the Sword,161.59
Sid Meier's Civilization IV,18.74
Sid Meier's Civilization III Complete,29.67
Sid Meier's Civilization Beyond Earth,46.34
Sid Meier's Ace Patrol Pacific Skies,4.21
Sid Meier's Ace Patrol,11.0
SickBrick,0.7
SiN Episodes Emergence,1.78
SiN,0.4
Shufflepuck Cantina Deluxe VR,6.37
Showtime!,2.8
Shower With Your Dad Simulator 2015 Do You Still Shower With Your Dad,0.85
Shovel Knight,11.91
Shoppe Keep,3.58
ShootMania Storm,20.5
Shoot Many Robots,6.64
Shipwreck,4.2
Ship Simulator Maritime Search and Rescue,6.5
Ship Simulator Extremes,15.43
Shiny The Firefly,2.5
Shift 2 Unleashed,14.12
Sherlock Holmes versus Jack the Ripper,12.6
Sherlock Holmes and The Hound of The Baskervilles,2.8
